---- AnyBody Output File ---------------------------------
Study: Main.Studies.KinematicStudy
Operation: Main.Studies.KinematicStudy.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.UpdData = 3
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.FileName = "..\..\bergmann_validation\Tmp\H2R_150811_2_100_labelled_cropped-euler-rightlegtd.txt"
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.NumberFormat.Digits = 15
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.NumberFormat.Width = 23
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.NumberFormat.FormatStr = "%23.15e"
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Values = 
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Search = 
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Format = 0
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.SepSign = " "
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.SepSpaceAutoOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.LineSepSign = ""
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.VarSectionOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.LinePrefix = ""
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.ShortenNamesOnOff = Off
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.Header.ColumnIDString = "col"
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.KinematicStudy.t
col1  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.HipFlexion
col2  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.HipAbduction
col3  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.HipExternalRotation
col4  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.KneeFlexion
col5  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.AnklePlantarFlexion
col6  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.SubTalarEversion
----------------------------------------------------------
Main.Studies.KinematicStudy.t Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.HipFlexion Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.HipAbduction Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.HipExternalRotation Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.KneeFlexion Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.AnklePlantarFlexion Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile3.SubTalarEversion
5.775000000000000e+000 3.740987254273840e-001 -6.340648566894402e-002 5.577200635116589e-002 3.143059797832852e-001 -5.004516763674403e-002 -2.659668735914057e-003
5.783333333333333e+000 3.590944152900608e-001 -6.714606596634032e-002 5.114375999625879e-002 3.085883623675551e-001 -5.806582020452448e-002 -1.364764411514279e-003
5.791666666666667e+000 3.438613256374378e-001 -7.035670789328918e-002 4.616261627281358e-002 3.021554428855153e-001 -6.571116513108675e-002 -3.702140964973193e-004
5.800000000000000e+000 3.284122854439464e-001 -7.308153140139795e-002 4.087877259277187e-002 2.950930089856091e-001 -7.296889938419739e-002 2.616983766497330e-004
5.808333333333334e+000 3.127684408325668e-001 -7.537073488187152e-002 3.534992874576438e-002 2.874838516886224e-001 -7.984096299056130e-002 4.646894321056377e-004
5.816666666666666e+000 2.969586152787377e-001 -7.727842136074958e-002 2.963413642658662e-002 2.794053213024747e-001 -8.633744805668384e-002 1.796414741785624e-004
5.825000000000000e+000 2.810172952579117e-001 -7.885849011089507e-002 2.378501214273306e-002 2.709279712711523e-001 -9.247234359232731e-002 -6.391033242497346e-004
5.833333333333333e+000 2.649837853958647e-001 -8.016095467402695e-002 1.785137900825354e-002 2.621160170517021e-001 -9.826174537755376e-002 -2.022001152858414e-003
5.841666666666667e+000 2.489014495436417e-001 -8.123078316470456e-002 1.187806831686346e-002 2.530288592452296e-001 -1.037235182202913e-001 -3.982528494914824e-003
5.850000000000000e+000 2.328234503518356e-001 -8.210489607012672e-002 5.907936260505125e-003 2.437238024563758e-001 -1.088787003561396e-001 -6.527462962728237e-003
5.858333333333333e+000 2.168060624269277e-001 -8.281817787161683e-002 -2.052938228858924e-005 2.342575926319359e-001 -1.137501061184661e-001 -9.644087762629736e-003
5.866666666666667e+000 2.009115503551987e-001 -8.340208745762179e-002 -5.872641963446557e-003 2.246882337004082e-001 -1.183636424452935e-001 -1.330878001598944e-002
5.875000000000000e+000 1.852048180520299e-001 -8.388780874659974e-002 -1.161975433701987e-002 2.150746502048738e-001 -1.227476299823016e-001 -1.748077537206175e-002
5.883333333333334e+000 1.697519540976079e-001 -8.430889488414262e-002 -1.724052546817183e-002 2.054751708669497e-001 -1.269315272345763e-001 -2.209793347396831e-002
5.891666666666667e+000 1.546203064483815e-001 -8.470370919982306e-002 -2.272035738856888e-002 1.959461386583007e-001 -1.309452419311563e-001 -2.707521381876638e-002
5.900000000000000e+000 1.398767884316090e-001 -8.511594645982146e-002 -2.805063663305189e-002 1.865410073640575e-001 -1.348200106887217e-001 -3.230793870118214e-002
5.908333333333333e+000 1.255823735532723e-001 -8.559216674754278e-002 -3.322954034166595e-002 1.773095657264432e-001 -1.385894561891136e-001 -3.767957145274986e-002
5.916666666666667e+000 1.117861479971210e-001 -8.617814288097914e-002 -3.826245967772436e-002 1.682972189937026e-001 -1.422894210002363e-001 -4.307003512064613e-002
5.925000000000000e+000 9.852248642854851e-002 -8.691676866310627e-002 -4.315988244403087e-002 1.595446270780660e-001 -1.459575245598418e-001 -4.836073915690864e-002
5.933333333333334e+000 8.581123849424273e-002 -8.784800979119356e-002 -4.793375822045316e-002 1.510884157251086e-001 -1.496335556212086e-001 -5.343729614912025e-002
5.941666666666666e+000 7.366438930796891e-002 -8.901143027755731e-002 -5.259334926127939e-002 1.429644757185994e-001 -1.533598798459703e-001 -5.819274143279705e-002
